"sr-only","_stackIconOrSpinner_70ihm_58 src","_projectRowCell_70ihm_20 href","_twoLineEllipsis_70ihm_95","_twoLineEllipsis_70ihm_95 2","_projectRowCell_70ihm_20 2","_projectRowCell_70ihm_20 3","_projectRowCell_70ihm_20 4","sr-only 2"
"Select Stackblitz - Webcontainer Api Starter (duplicated)","https://c.staticblitz.com/assets/frameworks/webcontainer-api-dark-728cf1506c01a3f6108d56cb9eb0364861327ee821fec51ddc7370d70637d19b.svg","https://stackblitz.com/edit/stackblitz-webcontainer-api-starter-xwsxp5be","Stackblitz - Webcontainer Api Starter (duplicated)","Run Webcontainer API Starter created by Stackblitz on StackBlitz","1","0","6 months ago","Open actions for Stackblitz - Webcontainer Api Starter (duplicated)"
"Select Nodemon Starter","","https://stackblitz.com/edit/stackblitz-starters-uae2kxtt","Nodemon Starter","A simple starter for using nodemon printing no messages in a terminal","1","0","6 months ago","Open actions for Nodemon Starter"
"Select Implementing Dark Mode for Shopify Polaris v1","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-tard2s99","Implementing Dark Mode for Shopify Polaris v1","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for Implementing Dark Mode for Shopify Polaris v1"
"Select AI Flow Builder Application v1","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-gmvgxgqg","AI Flow Builder Application v1","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for AI Flow Builder Application v1"
"Select ai-llm-fun-arg-j-v1","https://c.staticblitz.com/assets/frameworks/typescript-d0ac842a3beaf6eb9ac86fb1146a413e575362e16b534dfaa7ad663417a4238d.svg","https://stackblitz.com/edit/github-mcld7xgl-bdwpggq9","ai-llm-fun-arg-j-v1","Easily create LLM tools and agents using plain Bash/JavaScript/Python functions.","1","0","6 months ago","Open actions for ai-llm-fun-arg-j-v1"
"Select tmux-v1","","https://stackblitz.com/edit/github-uk2vzv74-7v9yzrwj","tmux-v1","Run Tmux created by Drzo on StackBlitz","1","0","6 months ago","Open actions for tmux-v1"
"Select cogbot1","","https://stackblitz.com/edit/sdk-11rubxic","cogbot1","A create-react-app project based on react and react-dom.","3","0","6 months ago","Open actions for cogbot1"
"Select API (forked)","","https://stackblitz.com/edit/api-hxwzkckp","API (forked)","API","4","0","6 months ago","Open actions for API (forked)"
"Select Emacs Configuration Assistant v1","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-ckwd8msl","Emacs Configuration Assistant v1","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for Emacs Configuration Assistant v1"
"Select SDK Framework Implementation v1","","https://stackblitz.com/edit/sb1-3anrymzh","SDK Framework Implementation v1","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for SDK Framework Implementation v1"
"Select Agent-Zero Platform (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/node-ne1ou4mq","Agent-Zero Platform (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for Agent-Zero Platform (forked)"
"Select Drzo - Ai Town v1","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/github-koqxvs55-huq3vajv","Drzo - Ai Town v1","A MIT-licensed, deployable starter kit for building and customizing your own version of AI town - a virtual town where AI characters live, chat and socialize.","1","0","6 months ago","Open actions for Drzo - Ai Town v1"
"Select Node.js (forked)","","https://stackblitz.com/edit/node-3ktdm4nx","Node.js (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","2","0","6 months ago","Open actions for Node.js (forked)"
"Select Core (forked)","","https://stackblitz.com/edit/core-hqxcm9zf","Core (forked)","Starter project for Angular apps that exports to the Angular CLI","2","0","6 months ago","Open actions for Core (forked)"
"Select Bolt Chat Dashboard v1","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-cgvsa3az","Bolt Chat Dashboard v1","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for Bolt Chat Dashboard v1"
"Select Memory System Implementation (v1g)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-rdqzc3fy","Memory System Implementation (v1g)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for Memory System Implementation (v1g)"
"Select emacs-agichat-ocog (skintwind) (v3d6","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/github-idu2nxqg-tstya7uc","emacs-agichat-ocog (skintwind) (v3d6","AI Chat in Emacs, including OpenAI and Bing Chat","1","0","6 months ago","Open actions for emacs-agichat-ocog (skintwind) (v3d6"
"Select emacs-agichat-ocog (skintwind) (v3d5","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/github-idu2nxqg-nax63sga","emacs-agichat-ocog (skintwind) (v3d5","AI Chat in Emacs, including OpenAI and Bing Chat","1","3","6 months ago","Open actions for emacs-agichat-ocog (skintwind) (v3d5"
"Select Gutenberg Block Development in StackBlitz (@wordpress/scripts) (forked)","https://c.staticblitz.com/assets/frameworks/wordpress-e1bb43f029a7a69e8fa81b418f1a87e9ff57c4ee00abd0db7805f113550839c9.svg","https://stackblitz.com/edit/node-7jshxo5e","Gutenberg Block Development in StackBlitz (@wordpress/scripts) (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","4","0","6 months ago","Open actions for Gutenberg Block Development in StackBlitz (@wordpress/scripts) (forked)"
"Select jq starter (forked)","","https://stackblitz.com/edit/jq-starter-qqswuvtw","jq starter (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for jq starter (forked)"
"Select jq starter (forked)","","https://stackblitz.com/edit/jq-starter-uaq6wxof","jq starter (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for jq starter (forked)"
"Select Nuxt.js Starter v2","https://c.staticblitz.com/assets/frameworks/typescript-d0ac842a3beaf6eb9ac86fb1146a413e575362e16b534dfaa7ad663417a4238d.svg","https://stackblitz.com/edit/bolt-nuxt-5afbqmyi","Nuxt.js Starter v2","Nuxt.js starter template","1","0","6 months ago","Open actions for Nuxt.js Starter v2"
"Select Quasar Starter","https://c.staticblitz.com/assets/frameworks/quasar-3395cd1a470c34b0044da872cc5031ab5845e876735bf40f15f0e3a449f55ffe.svg","https://stackblitz.com/edit/stackblitz-starters-c33wxaxg","Quasar Starter","A Quasar CLI with Vite starter project.","3","0","6 months ago","Open actions for Quasar Starter"
"Select 11ty (forked)","https://c.staticblitz.com/assets/frameworks/eleventy-dark-ef7064d615f3b97a864fdb21d5ca52eafd9303d9959c852355b12338f33584da.svg","https://stackblitz.com/edit/11ty-vonyz1wx","11ty (forked)","A starter repository for a blog web site using the Eleventy static site generator.","2","0","6 months ago","Open actions for 11ty (forked)"
"Select Facebook - Docusaurus (forked)","https://c.staticblitz.com/assets/frameworks/docusaurus-73c2ca57694922692bf4d40972a08a3bb77113b051277a4aea96556203380219.svg","https://stackblitz.com/edit/facebook-docusaurus-slihdnas","Facebook - Docusaurus (forked)","Easy to maintain open source documentation websites.","3","0","6 months ago","Open actions for Facebook - Docusaurus (forked)"
"Select VitePress (forked)","https://c.staticblitz.com/assets/frameworks/vitepress-b960b345a4714642ff3dfd04737a2f7741d07063a21980ce8156aaeaf5116cb0.svg","https://stackblitz.com/edit/vite-esnawttt","VitePress (forked)","A docs site using VitePress - a Vite & Vue powered static site generator.","3","0","6 months ago","Open actions for VitePress (forked)"
"Select Stackblitz - Webcontainer Api Starter (forked)","https://c.staticblitz.com/assets/frameworks/webcontainer-api-dark-728cf1506c01a3f6108d56cb9eb0364861327ee821fec51ddc7370d70637d19b.svg","https://stackblitz.com/edit/stackblitz-webcontainer-api-starter-1ejmxt9s","Stackblitz - Webcontainer Api Starter (forked)","Run Webcontainer API Starter created by Stackblitz on StackBlitz","1","0","6 months ago","Open actions for Stackblitz - Webcontainer Api Starter (forked)"
"Select TresJS","https://c.staticblitz.com/assets/frameworks/vue-93811c64be0f2754123c9a314bbde476a3cffe563567090fd026c7db45287f71.svg","https://stackblitz.com/edit/stackblitz-starters-lvwvf8bw","TresJS","Quick start repo for Tres.js projects","1","0","6 months ago","Open actions for TresJS"
"Select Static Starter","","https://stackblitz.com/edit/stackblitz-starters-hirwpuwx","Static Starter","HTML/CSS/JS Starter","1","0","6 months ago","Open actions for Static Starter"
"Select Webpack.js Getting Started Example (forked)","https://c.staticblitz.com/assets/frameworks/webpack-f88732cc3b526fd3058f212ad2ad5fdde97ddca9d1472134c287c1bd54abf60c.svg","https://stackblitz.com/edit/webpack-webpack-js-org-gyvebah6","Webpack.js Getting Started Example (forked)","Run official live example code for Webpack.js Getting Started, created by Webpack on StackBlitz","1","0","6 months ago","Open actions for Webpack.js Getting Started Example (forked)"
"Select Stackblitz - Webcontainer Api Starter 123","https://c.staticblitz.com/assets/frameworks/webcontainer-api-dark-728cf1506c01a3f6108d56cb9eb0364861327ee821fec51ddc7370d70637d19b.svg","https://stackblitz.com/edit/stackblitz-webcontainer-api-starter-jppjoszp","Stackblitz - Webcontainer Api Starter 123","Run Webcontainer API Starter created by Stackblitz on StackBlitz","1","0","6 months ago","Open actions for Stackblitz - Webcontainer Api Starter 123"
"Select Drzo - Kobold Ai Client 0 v1","https://c.staticblitz.com/assets/frameworks/python-54acd0fadf3c6501babc391f81d001a52e174f09210179bd717db4855bf710dd.svg","https://stackblitz.com/edit/github-fhrpeb3r-pstabrqy","Drzo - Kobold Ai Client 0 v1","Run Koboldai Client 0 created by Drzo on StackBlitz","1","0","6 months ago","Open actions for Drzo - Kobold Ai Client 0 v1"
"Select Drzo - Kobold Ai Client 0 v1","https://c.staticblitz.com/assets/frameworks/python-54acd0fadf3c6501babc391f81d001a52e174f09210179bd717db4855bf710dd.svg","https://stackblitz.com/edit/github-fhrpeb3r-juubjsnt","Drzo - Kobold Ai Client 0 v1","Run Koboldai Client 0 created by Drzo on StackBlitz","1","1","6 months ago","Open actions for Drzo - Kobold Ai Client 0 v1"
"Select PLingua Dash v2","","https://stackblitz.com/edit/github-iuvr9pbm-z7ofkrha","PLingua Dash v2","The P-Lingua language for Membrane Computing","1","0","6 months ago","Open actions for PLingua Dash v2"
"Select PRE v2","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/bolt-remix-g1v7y861","PRE v2","Build Better Websites. Create modern, resilient user experiences with web fundamentals.","1","0","6 months ago","Open actions for PRE v2"
"Select PLingua Dash v1","","https://stackblitz.com/edit/github-iuvr9pbm-xrgbt2zb","PLingua Dash v1","The P-Lingua language for Membrane Computing","1","1","6 months ago","Open actions for PLingua Dash v1"
"Select Juliabolt-v1","https://c.staticblitz.com/assets/frameworks/express-dark-ff32f0f0868e04958020499cadbee86eca4ac18159f2bc1ab8e4b8d68d66cdfe.svg","https://stackblitz.com/edit/github-yzm3zhau-jzqff8u7","Juliabolt-v1","Run Bolt created by Drzo on StackBlitz","1","0","6 months ago","Open actions for Juliabolt-v1"
"Select PRE v1","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/bolt-remix-aemwg5jj","PRE v1","Build Better Websites. Create modern, resilient user experiences with web fundamentals.","1","1","6 months ago","Open actions for PRE v1"
"Select Reservoir Computing v1","https://c.staticblitz.com/assets/frameworks/vite-f5c7bcaebdedd6462c93da392c1ec56f0b3cfa4b22561becb13815f1b7cc8db8.svg","https://stackblitz.com/edit/github-gdwc9ijc-mcjpw4ue","Reservoir Computing v1","Reservoir computing utilities for scientific machine learning (SciML)","1","0","6 months ago","Open actions for Reservoir Computing v1"
"Select Archon - The AI Agent Builder v2g (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-yvvxw7si","Archon - The AI Agent Builder v2g (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for Archon - The AI Agent Builder v2g (forked)"
"Select Archon - The AI Agent Builder v1g","https://c.staticblitz.com/assets/frameworks/python-54acd0fadf3c6501babc391f81d001a52e174f09210179bd717db4855bf710dd.svg","https://stackblitz.com/edit/sb1-hpgpkx2h","Archon - The AI Agent Builder v1g","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","6 months ago","Open actions for Archon - The AI Agent Builder v1g"
"Select SkinTwin AI Chat Application v1","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-aycsjuq6","SkinTwin AI Chat Application v1","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for SkinTwin AI Chat Application v1"
"Select Echocog - Choco Cake Recipe v1g","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/echocog-chocorec-nyvni7mo","Echocog - Choco Cake Recipe v1g","A set of convention based Cake scripts for building Chocolatey projects","1","0","6 months ago","Open actions for Echocog - Choco Cake Recipe v1g"
"Select Echocog - Choco Cake Recipe v1","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/echocog-chocorec","Echocog - Choco Cake Recipe v1","A set of convention based Cake scripts for building Chocolatey projects","1","2","6 months ago","Open actions for Echocog - Choco Cake Recipe v1"
"Select Setting up Skin Twin AI Assistant v1a","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-xjfvrkph","Setting up Skin Twin AI Assistant v1a","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for Setting up Skin Twin AI Assistant v1a"
"Select Setting up Skin Twin AI Assistant v1g","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-27wabpli","Setting up Skin Twin AI Assistant v1g","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for Setting up Skin Twin AI Assistant v1g"
"Select Modern Regima Website Implementation v1g","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-iascqhwp","Modern Regima Website Implementation v1g","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for Modern Regima Website Implementation v1g"
"Select AI Cognitive Architecture Visualization Platform v1","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-xzylgts1","AI Cognitive Architecture Visualization Platform v1","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","6 months ago","Open actions for AI Cognitive Architecture Visualization Platform v1"
"Select tut-cbase-know-v1","https://c.staticblitz.com/assets/frameworks/express-dark-ff32f0f0868e04958020499cadbee86eca4ac18159f2bc1ab8e4b8d68d66cdfe.svg","https://stackblitz.com/edit/github-6mzc3q6g-rsgvrlgo","tut-cbase-know-v1","Turns Codebase into Easy Tutorial with AI","1","0","6 months ago","Open actions for tut-cbase-know-v1"
"Select Solid Robot ESM v1","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/github-c5nexthg-dhosqonp","Solid Robot ESM v1","Run Solid Robot created by Drzo on StackBlitz","1","1","6 months ago","Open actions for Solid Robot ESM v1"
"Select pycog","https://c.staticblitz.com/assets/frameworks/python-54acd0fadf3c6501babc391f81d001a52e174f09210179bd717db4855bf710dd.svg","https://stackblitz.com/edit/secret-python-pczt1kvr","pycog","Starter project Python – running in a browser with WebContainers.
wasi #wasm","1","0","6 months ago","Open actions for pycog"
